date,odds,matchStatsUrl,opponent,tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Aug 18 2013,$2.962,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=6&p=I186,Juan Martin del Potro,ATP World Tour Masters 1000 Cincinnati,John Isner,Juan Martin Del Potro,John Isner,S,168,23,66,77,48,27,48,28,,,,,,,67,33,10,61,72,56,22,,14,,,,,,,66,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=6&p=I186
Aug 18 2013,$7.668,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=5&p=I186,Novak Djokovic,ATP World Tour Masters 1000 Cincinnati,John Isner,Novak Djokovic,John Isner,Q,144,9,74,79,62,27,62,10,,,,,,,75,32,9,66,72,57,20,,25,,,,,,,67,24,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=5&p=I186
Aug 18 2013,$1.724,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=4&p=I186,Milos Raonic,ATP World Tour Masters 1000 Cincinnati,John Isner,Milos Raonic,John Isner,R16,97,13,58,82,64,29,64,25,,,,,,,74,34,4,62,70,57,17,,100,,,,,,,65,25,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=4&p=I186
Aug 18 2013,$2.057,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=3&p=I186,Richard Gasquet,ATP World Tour Masters 1000 Cincinnati,John Isner,Richard Gasquet,John Isner,R32,82,10,54,91,53,30,53,40,,,,,,,74,32,4,46,70,64,8,,0,,,,,,,67,25,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=3&p=I186
Aug 18 2013,$1.484,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=2&p=I186,Florian Mayer,ATP World Tour Masters 1000 Cincinnati,John Isner,Florian Mayer,John Isner,R64,62,17,68,82,75,28,75,40,,,,,,,80,40,3,43,72,50,17,,0,,,,,,,59,19,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=2&p=I186
Aug 18 2013,$1.558,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2013&r=2&p=PD07,Vasek Pospisil,ATP World Tour Masters 1000 Canada,John Isner,Vasek Pospisil,Vasek Pospisil,R64,152,24,70,76,67,23,67,16,,,,,,,73,32,16,53,76,56,24,,16,,,,,,,67,26,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=421&y=2013&r=2&p=PD07
Aug 5 2013,$3.974,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=7&p=D683,Juan Martin del Potro,Washington,John Isner,Juan Martin Del Potro,Juan Martin Del Potro,F,89,6,66,69,36,18,36,20,,,,,,,58,27,2,66,81,54,30,,66,,,,,,,72,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=7&p=D683
Jul 29 2013,$1.276,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=6&p=I186,Dmitry Tursunov,Washington,John Isner,Dmitry Tursunov,John Isner,S,123,29,67,87,64,24,64,28,,,,,,,80,34,4,58,75,52,12,,0,,,,,,,65,19,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=6&p=I186
Jul 29 2013,$1.472,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=5&p=I186,Marcos Baghdatis,Washington,John Isner,Marcos Baghdatis,John Isner,Q,117,18,59,87,78,13,78,33,,,,,,,84,33,11,42,86,52,12,,0,,,,,,,66,15,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=5&p=I186
Jul 29 2013,$1.283,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=4&p=I186,Somdev Devvarman,Washington,John Isner,Somdev Devvarman,John Isner,R16,94,12,72,92,62,29,62,20,,,,,,,84,35,4,54,70,56,7,,0,,,,,,,64,15,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=4&p=I186
Jul 29 2013,$1.216,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=3&p=I186,Alex Kuznetsov,Washington,John Isner,Alex Kuznetsov,John Isner,R32,102,19,64,83,45,18,45,50,,,,,,,69,30,8,62,81,50,16,,10,,,,,,,69,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=418&y=2013&r=3&p=I186
Jul 22 2013,$1.995,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=6116&y=2013&r=7&p=I186,Kevin Anderson,Atlanta,John Isner,Kevin Anderson,John Isner,F,174,24,66,81,52,15,52,0,,,,,,,71,25,21,63,84,58,18,,0,,,,,,,75,28,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=6116&y=2013&r=7&p=I186
Jul 22 2013,$1.816,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=6116&y=2013&r=6&p=I186,Lleyton Hewitt,Atlanta,John Isner,Lleyton Hewitt,John Isner,S,143,21,65,75,60,23,60,33,,,,,,,70,32,12,59,76,54,24,,28,,,,,,,67,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=6116&y=2013&r=6&p=I186
Jul 22 2013,$1.401,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=6116&y=2013&r=5&p=I186,James Blake,Atlanta,John Isner,James Blake,John Isner,Q,88,21,65,81,65,22,65,100,,,,,,,76,29,7,60,77,58,18,,33,,,,,,,70,24,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=6116&y=2013&r=5&p=I186
Jul 22 2013,$1.105,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=6116&y=2013&r=4&p=I186,Christian Harrison,Atlanta,John Isner,Christian Harrison,John Isner,R16,144,29,69,85,50,25,50,14,,,,,,,74,26,9,59,74,71,14,,50,,,,,,,73,25,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=6116&y=2013&r=4&p=I186
Jul 8 2013,$1.786,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=315&y=2013&r=6&p=H432,Lleyton Hewitt,Newport,John Isner,Lleyton Hewitt,Lleyton Hewitt,S,131,13,58,64,46,18,46,60,,,,,,,56,32,6,45,81,55,35,,33,,,,,,,67,43,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=315&y=2013&r=6&p=H432
Jul 8 2013,$1.276,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=315&y=2013&r=5&p=I186,Ivo Karlovic,Newport,John Isner,Ivo Karlovic,John Isner,Q,98,23,72,80,71,22,71,0,,,,,,,77,28,14,70,77,59,19,,0,,,,,,,72,22,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=315&y=2013&r=5&p=I186
Jul 8 2013,$1.283,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=315&y=2013&r=4&p=I186,Adrian Mannarino,Newport,John Isner,Adrian Mannarino,John Isner,R16,60,13,72,94,69,19,69,100,,,,,,,87,39,2,55,80,36,5,,0,,,,,,,60,12,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=315&y=2013&r=4&p=I186
Jul 8 2013,$1.535,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=315&y=2013&r=3&p=I186,Ryan Harrison,Newport,John Isner,Ryan Harrison,John Isner,R32,80,11,61,93,65,36,65,28,,,,,,,82,42,4,57,63,50,6,,0,,,,,,,57,17,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=315&y=2013&r=3&p=I186
Jun 24 2013,$1.246,http://www.tennisinsight.com/match_stats_popup.php?matchID=180604219,Adrian Mannarino,Wimbledon Slam,John Isner,Adrian Mannarino,Adrian Mannarino,Round of 64,15,1,80,100,100,0,100,0,1,0,,,180,172,100,20,1,80,100,0,0,0,0,2,1,,,177,0,80,0,http://www.tennisinsight.com/match_stats_popup.php?matchID=180604219
