p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster
50.0,42.0,Lukas Rosol,$1.165,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,David Ferrer,false,80.0,cluster_4
58.0,19.0,Denis Istomin,$1.072,David Ferrer,May 5 2013,ATP World Tour Masters 1000 Madrid,R32,David Ferrer,false,81.0,cluster_2
50.0,32.0,Andreas Seppi,$1.219,David Ferrer,Apr 29 2013,Oeiras,S,David Ferrer,false,82.0,cluster_0
59.0,35.0,Victor Hanescu,$1.102,David Ferrer,Apr 29 2013,Oeiras,Q,David Ferrer,false,83.0,cluster_3
64.0,42.0,Mikhail Youzhny,$1.310,Mikhail Youzhny,Oct 21 2013,Valencia,F,David Ferrer,false,84.0,cluster_1
62.0,33.0,Edouard Roger-Vasselin,$1.089,David Ferrer,Apr 29 2013,Oeiras,R16,David Ferrer,false,85.0,cluster_3
55.0,50.0,Dmitry Tursunov,$1.030,Dmitry Tursunov,Apr 22 2013,Barcelona,R32,David Ferrer,false,86.0,cluster_4
50.0,51.0,Andy Murray,$3.810,Andy Murray,Mar 18 2013,ATP World Tour Masters 1000 Miami,F,David Ferrer,false,87.0,cluster_4
53.0,39.0,Tommy Haas,$1.493,David Ferrer,Mar 18 2013,ATP World Tour Masters 1000 Miami,S,David Ferrer,false,88.0,cluster_3
48.0,43.0,Jurgen Melzer,$1.127,David Ferrer,Mar 18 2013,ATP World Tour Masters 1000 Miami,Q,David Ferrer,false,89.0,cluster_4
