p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster
38.0,34.0,Teymuraz Gabashvili,$1.004,Rafael Nadal,Apr 13 2014,ATP World Tour Masters 1000 Monte Carlo,R32,Rafael Nadal,false,23.0,cluster_4
56.0,37.0,Nicolas Almagro,$1.143,Nicolas Almagro,Apr 21 2014,Barcelona,Q,Rafael Nadal,false,15.0,cluster_2
52.0,29.0,Ivan Dodig,$1.043,Rafael Nadal,Apr 21 2014,Barcelona,R16,Rafael Nadal,false,16.0,cluster_4
55.0,32.0,Albert Ramos,$1.030,Rafael Nadal,Apr 21 2014,Barcelona,R32,Rafael Nadal,false,17.0,cluster_2
58.0,30.0,Kei Nishikori,$1.131,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,F,Rafael Nadal,false,7.0,cluster_2
50.0,33.0,Roberto Bautista Agut,$1.058,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,S,Rafael Nadal,false,8.0,cluster_4
58.0,27.0,Tomas Berdych,$1.165,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,Q,Rafael Nadal,false,11.0,cluster_0
48.0,35.0,Jarkko Nieminen,$1.021,Rafael Nadal,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,Rafael Nadal,false,12.0,cluster_1
65.0,48.0,Novak Djokovic,$1.755,Novak Djokovic,May 12 2014,ATP World Tour Masters 1000 Rome,F,Rafael Nadal,false,2.0,cluster_3
45.0,32.0,Grigor Dimitrov,$1.248,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,S,Rafael Nadal,false,3.0,cluster_4
56.0,37.0,Andy Murray,$1.163,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,Q,Rafael Nadal,false,4.0,cluster_2
51.0,37.0,Mikhail Youzhny,$1.076,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,R16,Rafael Nadal,false,5.0,cluster_1
55.0,39.0,Gilles Simon,$1.036,Rafael Nadal,May 12 2014,ATP World Tour Masters 1000 Rome,R32,Rafael Nadal,false,6.0,cluster_2
42.0,21.0,Robby Ginepri,$1.007,Rafael Nadal,May 21 2014,French Open Slam,Round of 128,Rafael Nadal,false,1.0,cluster_4
