tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
ATP World Tour Masters 1000 Miami,Alexandr Dolgopolov,Dusan Lajovic,Alexandr Dolgopolov,R32,120,6,51,81,48,33,51,45,,,,,,,65,41,6,66,66,44,18,,75,,,,,,,59,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=3&p=D801
ATP World Tour Masters 1000 Miami,Alexandr Dolgopolov,Stan Wawrinka,Alexandr Dolgopolov,R16,105,5,44,80,60,34,39,66,,,,,,,69,42,4,45,65,50,20,,50,,,,,,,57,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=4&p=D801
ATP World Tour Masters 1000 Monte Carlo,Alexandr Dolgopolov,Ernests Gulbis,Alexandr Dolgopolov,R64,82,5,44,83,56,30,43,36,,,,,,,68,46,7,51,70,35,16,,50,,,,,,,53,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=2&p=D801
ATP World Tour Masters 1000 Miami,Alexandr Dolgopolov,Tomas Berdych,Tomas Berdych,Q,105,9,48,82,34,18,65,66,,,,,,,57,28,11,68,81,50,17,,33,,,,,,,71,42,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2014&r=5&p=BA47
ATP World Tour Masters 1000 Madrid,Alexandr Dolgopolov,Fabio Fognini,Alexandr Dolgopolov,R64,125,7,51,80,55,30,44,57,,,,,,,68,37,2,66,69,50,20,,42,,,,,,,63,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=2&p=D801
Barcelona,Alexandr Dolgopolov,Albert Montanes,Albert Montanes,R32,93,4,50,82,52,16,47,0,,,,,,,67,31,3,71,83,33,17,,50,,,,,,,68,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=425&y=2014&r=3&p=M824
ATP World Tour Masters 1000 Monte Carlo,Alexandr Dolgopolov,Guillermo Garcia-Lopez,Guillermo Garcia-Lopez,R32,78,2,42,50,37,39,62,22,,,,,,,42,39,1,67,60,61,50,,66,,,,,,,60,57,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2014&r=3&p=G476
ATP World Tour Masters 1000 Madrid,Alexandr Dolgopolov,Ernests Gulbis,Ernests Gulbis,R32,77,2,58,66,52,22,47,14,,,,,,,60,30,4,66,77,55,33,,33,,,,,,,70,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=1536&y=2014&r=3&p=G858
Memphis,Alexandr Dolgopolov,Marinko Matosevic,Marinko Matosevic,Q,122,8,54,75,43,13,56,20,,,,,,,60,20,11,61,86,69,25,,57,,,,,,,80,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=402&y=2013&r=5&p=ME05
ATP World Tour Masters 1000 Miami,Alexandr Dolgopolov,Nikolay Davydenko,Alexandr Dolgopolov,R64,61,4,44,90,40,50,59,62,,,,,,,63,55,1,53,50,37,9,,100,,,,,,,44,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=2&p=D801
ATP World Tour Masters 1000 Indian Wells,Alexandr Dolgopolov,Carlos Berlocq,Carlos Berlocq,R64,150,4,48,80,47,22,52,20,,,,,,,63,30,4,73,77,48,19,,37,,,,,,,69,36,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=2&p=B884
ATP World Tour Masters 1000 Miami,Alexandr Dolgopolov,Tommy Haas,Tommy Haas,R32,77,4,52,64,36,23,64,12,,,,,,,50,32,13,64,76,52,35,,80,,,,,,,67,49,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=3&p=H355
ATP World Tour Masters 1000 Monte Carlo,Alexandr Dolgopolov,Bernard Tomic,Alexandr Dolgopolov,R64,60,1,32,82,71,41,28,50,,,,,,,75,46,4,62,58,45,17,,0,,,,,,,53,25,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=2&p=D801
ATP World Tour Masters 1000 Rome,Alexandr Dolgopolov,Jo-Wilfried Tsonga,Jo-Wilfried Tsonga,R64,87,7,54,82,44,30,55,25,,,,,,,65,31,8,65,69,66,17,,50,,,,,,,68,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=416&y=2014&r=2&p=T786
Delray Beach,Alexandr Dolgopolov,Ivan Dodig,Ivan Dodig,R32,58,5,56,67,36,30,63,100,,,,,,,54,32,4,60,70,65,32,,100,,,,,,,68,46,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=499&y=2013&r=3&p=D646
ATP World Tour Masters 1000 Monte Carlo,Alexandr Dolgopolov,Juan Martin Del Potro,Juan Martin Del Potro,R32,121,5,35,76,40,28,59,35,,,,,,,53,46,3,52,71,34,23,,62,,,,,,,53,46,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=3&p=D683
Munich,Alexandr Dolgopolov,Sergiy Stakhovsky,Alexandr Dolgopolov,R32,58,3,44,80,84,38,16,42,,,,,,,82,43,4,63,61,47,20,,0,,,,,,,56,17,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=308&y=2013&r=3&p=D801
Munich,Alexandr Dolgopolov,Dmitry Tursunov,Alexandr Dolgopolov,R16,98,13,61,85,60,17,40,33,,,,,,,75,32,8,61,82,42,14,,14,,,,,,,67,24,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=308&y=2013&r=4&p=D801
