p2ServePointsWon,p2ReturnPointsWon,player2,outlier,odds,winner,date,tournament,t_round,id,cluster
67.0,35.0,Janko Tipsarevic,false,$3.588,Janko Tipsarevic,Sep 24 2012,Bangkok,Q,68.0,cluster_3
63.0,30.0,Donald Young,false,$1.274,Fernando Verdasco,Sep 24 2012,Bangkok,R16,69.0,cluster_0
46.0,43.0,Tatsuma Ito,false,$1.193,Fernando Verdasco,Sep 24 2012,Bangkok,R32,70.0,cluster_2
79.0,39.0,Roger Federer,false,$24.345,Roger Federer,Aug 27 2012,US Open Slam,Round of 32,71.0,cluster_3
61.0,34.0,Albert Ramos,false,$1.299,Fernando Verdasco,Aug 27 2012,US Open Slam,Round of 64,72.0,cluster_1
50.0,28.0,Rui Machado,false,$1.113,Fernando Verdasco,Aug 27 2012,US Open Slam,Round of 128,73.0,cluster_2
77.0,46.0,Julian Reister,false,$1.883,Julian Reister,Jul 16 2012,Hamburg,R32,74.0,cluster_4
63.0,45.0,Marcel Granollers,false,$1.404,Marcel Granollers,Jul 9 2012,Umag,S,75.0,cluster_1
50.0,31.0,Andrey Kuznetsov,false,$1.280,Fernando Verdasco,Jul 9 2012,Umag,Q,76.0,cluster_2
54.0,32.0,Ernests Gulbis,false,$1.453,Fernando Verdasco,Jul 9 2012,Umag,R16,77.0,cluster_2
70.0,35.0,Xavier Malisse,false,$2.269,Xavier Malisse,Jun 25 2012,Wimbledon Slam,Round of 32,78.0,cluster_3
66.0,27.0,Grega Zemlja,false,$1.198,Fernando Verdasco,Jun 25 2012,Wimbledon Slam,Round of 64,79.0,cluster_0
60.0,32.0,Jimmy Wang,false,$1.130,Fernando Verdasco,Jun 25 2012,Wimbledon Slam,Round of 128,80.0,cluster_0
