p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster
64.0,39.0,Blaz Kavcic,$1.483,Lleyton Hewitt,Feb 11 2013,San Jose,R32,Lleyton Hewitt,false,55.0,cluster_9
66.0,45.0,Janko Tipsarevic,$2.289,Janko Tipsarevic,Jan 14 2013,Australian Open Slam,Round of 128,Lleyton Hewitt,false,56.0,cluster_3
69.0,41.0,Denis Istomin,$1.958,Denis Istomin,Dec 31 2012,Brisbane,R16,Lleyton Hewitt,false,57.0,cluster_9
56.0,27.0,Igor Kunitsyn,$1.278,Lleyton Hewitt,Dec 31 2012,Brisbane,R32,Lleyton Hewitt,false,58.0,cluster_1
63.0,48.0,Ivan Dodig,$2.096,Ivan Dodig,Oct 21 2012,Valencia,R16,Lleyton Hewitt,false,59.0,cluster_3
48.0,41.0,Juan Monaco,$3.659,Lleyton Hewitt,Oct 21 2012,Valencia,R32,Lleyton Hewitt,false,60.0,cluster_5
66.0,50.0,Nicolas Almagro,$3.233,Nicolas Almagro,Oct 15 2012,Stockholm,Q,Lleyton Hewitt,false,61.0,cluster_8
54.0,45.0,Jarkko Nieminen,$2.411,Lleyton Hewitt,Oct 15 2012,Stockholm,R16,Lleyton Hewitt,false,62.0,cluster_6
61.0,34.0,Kevin Anderson,$3.294,Lleyton Hewitt,Oct 15 2012,Stockholm,R32,Lleyton Hewitt,false,63.0,cluster_7
80.0,40.0,Radek Stepanek,$2.421,Radek Stepanek,Oct 7 2012,ATP World Tour Masters 1000 Shanghai,R64,Lleyton Hewitt,false,64.0,cluster_0
71.0,43.0,David Ferrer,$10.643,David Ferrer,Aug 27 2012,US Open Slam,Round of 32,Lleyton Hewitt,false,65.0,cluster_0
69.0,34.0,Gilles Muller,$1.655,Lleyton Hewitt,Aug 27 2012,US Open Slam,Round of 64,Lleyton Hewitt,false,66.0,cluster_9
52.0,40.0,Tobias Kamke,$1.316,Lleyton Hewitt,Aug 27 2012,US Open Slam,Round of 128,Lleyton Hewitt,false,67.0,cluster_2
59.0,31.0,Mikhail Youzhny,$2.756,Lleyton Hewitt,Aug 13 2012,ATP World Tour Masters 1000 Cincinnati,R64,Lleyton Hewitt,false,68.0,cluster_7
68.0,37.0,Novak Djokovic,$12.673,Novak Djokovic,Jul 30 2012,Olympics ATP,Round of 16,Lleyton Hewitt,false,69.0,cluster_9
61.0,22.0,Sergiy Stakhovsky,$1.346,Lleyton Hewitt,Jul 30 2012,Olympics ATP,Round of 64,Lleyton Hewitt,false,70.0,cluster_1
73.0,36.0,John Isner,$2.929,John Isner,Jul 9 2012,Newport,F,Lleyton Hewitt,false,71.0,cluster_0
53.0,35.0,Rajeev Ram,$1.459,Lleyton Hewitt,Jul 9 2012,Newport,S,Lleyton Hewitt,false,72.0,cluster_2
50.0,37.0,Dudi Sela,$1.441,Lleyton Hewitt,Jul 9 2012,Newport,Q,Lleyton Hewitt,false,73.0,cluster_5
52.0,39.0,Tim Smyczek,$1.338,Lleyton Hewitt,Jul 9 2012,Newport,R16,Lleyton Hewitt,false,74.0,cluster_2
75.0,41.0,Jo-Wilfried Tsonga,$7.780,Jo-Wilfried Tsonga,Jun 25 2012,Wimbledon Slam,Round of 128,Lleyton Hewitt,false,75.0,cluster_0
64.0,43.0,Blaz Kavcic,$2.350,Blaz Kavcic,May 27 2012,Roland Garros,R128,Lleyton Hewitt,false,76.0,cluster_3
67.0,47.0,Novak Djokovic,$21.300,Novak Djokovic,Jan 16 2012,Australian Open Slam,Round of 16,Lleyton Hewitt,false,77.0,cluster_3
65.0,35.0,Milos Raonic,$3.355,Lleyton Hewitt,Jan 16 2012,Australian Open Slam,Round of 32,Lleyton Hewitt,false,78.0,cluster_9
63.0,31.0,Andy Roddick,$4.350,Lleyton Hewitt,Jan 16 2012,Australian Open Slam,Round of 64,Lleyton Hewitt,false,79.0,cluster_4
60.0,36.0,Cedrik-Marcel Stebe,$1.395,Lleyton Hewitt,Jan 16 2012,Australian Open Slam,Round of 128,Lleyton Hewitt,false,80.0,cluster_7
63.0,45.0,Viktor Troicki,$2.634,Viktor Troicki,Jan 9 2012,Sydney ATP,Round of 32,Lleyton Hewitt,false,81.0,cluster_3
