p2ServePointsWon,p2ReturnPointsWon,player2,outlier,odds,winner,date,tournament,t_round,id,cluster
55.0,42.0,Gilles Simon,false,$1.155,Andy Murray,Feb 24 2014,Acapulco,Q,28.0,cluster_2
54.0,32.0,Joao Sousa,false,$1.068,Andy Murray,Feb 24 2014,Acapulco,R16,30.0,cluster_4
50.0,39.0,Pablo Andujar,false,$1.104,Andy Murray,Feb 24 2014,Acapulco,R32,31.0,cluster_2
72.0,37.0,Milos Raonic,false,$1.719,Milos Raonic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,20.0,cluster_0
52.0,45.0,Jiri Vesely,false,$1.104,Andy Murray,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,23.0,cluster_2
56.0,32.0,Lukas Rosol,false,$1.081,Andy Murray,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,24.0,cluster_4
68.0,41.0,Novak Djokovic,false,$3.902,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,Q,13.0,cluster_0
50.0,15.0,Jo-Wilfried Tsonga,false,$1.437,Andy Murray,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,14.0,cluster_4
46.0,31.0,Feliciano Lopez,false,$1.214,Andy Murray,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,18.0,cluster_4
48.0,34.0,Matthew Ebden,false,$1.082,Andy Murray,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,19.0,cluster_4
72.0,44.0,Fabio Fognini,false,$1.417,Fabio Fognini,Apr 4 2014,Davis Cup,Reverse Singles,9.0,cluster_0
54.0,36.0,Andreas Seppi,false,$1.213,Andy Murray,Apr 4 2014,Davis Cup,Singles,10.0,cluster_2
74.0,41.0,Santiago Giraldo,false,$1.474,Santiago Giraldo,May 5 2014,ATP World Tour Masters 1000 Madrid,R16,4.0,cluster_0
62.0,36.0,Nicolas Almagro,false,$1.922,Andy Murray,May 5 2014,ATP World Tour Masters 1000 Madrid,R32,5.0,cluster_3
56.0,24.0,Marcel Granollers,false,$1.351,Andy Murray,May 12 2014,ATP World Tour Masters 1000 Rome,R32,3.0,cluster_4
