p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster,spw,spw_count
59,37,Juan Martin del Potro,$8.377,Lleyton Hewitt,Aug 26 2013,US Open Slam,Round of 64,Lleyton Hewitt,FALSE,25,cluster_1,0.69,8
69,28,Gael Monfils,$1.424,John Isner,Aug 26 2013,US Open Slam,Round of 64,John Isner,FALSE,35,cluster_0,0.37,14
61,26,Fernando Verdasco,$1.698,Gael Monfils,Aug 26 2013,Winston-Salem,Q,Gael Monfils,FALSE,32,cluster_3,0.81,9
55,38,Novak Djokovic,$1.755,Rafael Nadal,Aug 26 2013,US Open Slam,Final,Rafael Nadal,FALSE,30,cluster_2,0.67,10
62,29,Richard Gasquet,$1.070,Rafael Nadal,Aug 26 2013,US Open Slam,Semi Final,Rafael Nadal,FALSE,32,cluster_2,1.48,13
44,24,Tommy Robredo,$1.052,Rafael Nadal,Aug 26 2013,US Open Slam,Quarter Final,Rafael Nadal,FALSE,33,cluster_4,2.69,12
62,35,Richard Gasquet,$1.780,Richard Gasquet,Aug 26 2013,US Open Slam,Round of 16,Milos Raonic,FALSE,80,cluster_0,1.95,28
63,38,Roger Federer,$15.130,Tommy Robredo,Aug 26 2013,US Open Slam,Round of 16,Tommy Robredo,FALSE,30,cluster_0,0.54,10
69,37,Gael Monfils,$2.523,Gael Monfils,Aug 26 2013,Winston-Salem,R16,Tommy Robredo,FALSE,34,cluster_4,-0.65,9
61,33,Tomas Berdych,$3.467,Stan Wawrinka,Aug 26 2013,US Open Slam,Round of 16,Stan Wawrinka,FALSE,9,cluster_2,0.47,5
64,40,Novak Djokovic,$5.170,Novak Djokovic,Aug 26 2013,US Open Slam,Semi Final,Stan Wawrinka,FALSE,69,cluster_1,-0.78,16
58,42,Lleyton Hewitt,$1.594,Mikhail Youzhny,Aug 26 2013,US Open Slam,Round of 16,Mikhail Youzhny,FALSE,30,cluster_4,-0.06,4
57,36,Tommy Haas,$2.762,Mikhail Youzhny,Aug 26 2013,US Open Slam,Round of 32,Mikhail Youzhny,FALSE,31,cluster_1,0.52,10
54,28,Milos Raonic,$1.059,Novak Djokovic,Sep 13 2013,Davis Cup,Reverse Singles,Novak Djokovic,FALSE,20,cluster_2,0.55,5
72,46,Novak Djokovic,$13.683,Novak Djokovic,Sep 13 2013,Davis Cup,Reverse Singles,Milos Raonic,FALSE,78,cluster_3,-1.86,19
66,47,Novak Djokovic,$17.000,Novak Djokovic,Sep 16 2013,US Open Slam,Quarter Final,Mikhail Youzhny,FALSE,29,cluster_2,-0.96,6
51,29,Mikhail Youzhny,$1.680,Richard Gasquet,Sep 23 2013,Bangkok,Q,Richard Gasquet,FALSE,33,cluster_0,1.12,9
71,38,Rafael Nadal,$12.500,Rafael Nadal,Sep 23 2013,US Open Slam,Semi Final,Richard Gasquet,FALSE,35,cluster_3,-0.94,8
77,18,Tomas Berdych,$2.581,Milos Raonic,Sep 23 2013,Bangkok,F,Milos Raonic,FALSE,74,cluster_1,0.4,22
78,32,Richard Gasquet,$2.067,Milos Raonic,Sep 23 2013,Bangkok,S,Milos Raonic,FALSE,75,cluster_3,-0.24,29
60,36,Kei Nishikori,$2.691,Nicolas Almagro,Sep 30 2013,Tokyo,Q,Nicolas Almagro,FALSE,66,cluster_4,1.98,25
52,40,John Isner,$1.467,Tomas Berdych,Sep 30 2013,Beijing,Q,Tomas Berdych,FALSE,43,cluster_3,1.03,14
78,30,Milos Raonic,$1.724,Juan Martin Del Potro,Sep 30 2013,Tokyo,F,Juan Martin Del Potro,FALSE,51,cluster_4,-0.59,21
70,25,Nicolas Almagro,$1.300,Juan Martin Del Potro,Sep 30 2013,Tokyo,S,Juan Martin Del Potro,FALSE,55,cluster_3,1.87,20
63,13,Rafael Nadal,$1.806,Novak Djokovic,Sep 30 2013,Beijing,F,Novak Djokovic,FALSE,12,cluster_0,0.15,1
53,28,Richard Gasquet,$1.109,Novak Djokovic,Sep 30 2013,Beijing,S,Novak Djokovic,FALSE,13,cluster_2,0.12,1
60,32,Fernando Verdasco,$1.054,Novak Djokovic,Sep 30 2013,Beijing,R16,Novak Djokovic,FALSE,18,cluster_2,0.56,4
66,41,Richard Gasquet,$1.976,Richard Gasquet,Sep 30 2013,Beijing,Q,David Ferrer,FALSE,26,cluster_1,0.45,7
58,33,David Ferrer,$1.958,Richard Gasquet,Sep 30 2013,Beijing,Q,Richard Gasquet,FALSE,29,cluster_2,0.51,7
67,21,Milos Raonic,$1.875,Milos Raonic,Sep 30 2013,Bangkok,S,Richard Gasquet,FALSE,32,cluster_4,0.46,10
64,43,Mikhail Youzhny,$1.527,Mikhail Youzhny,Sep 30 2013,US Open Slam,Round of 32,Tommy Haas,FALSE,35,cluster_2,0.13,11
54,41,Tommy Haas,$2.579,Lleyton Hewitt,Sep 30 2013,Beijing,R32,Lleyton Hewitt,FALSE,21,cluster_4,-0.12,7
42,47,Tomas Berdych,$1.265,Rafael Nadal,Sep 30 2013,Beijing,S,Rafael Nadal,FALSE,24,cluster_1,0.65,6
70,21,Juan Martin Del Potro,$2.289,Juan Martin Del Potro,Sep 30 2013,Tokyo,F,Milos Raonic,FALSE,68,cluster_1,0.31,21
59,14,Jeremy Chardy,$1.218,Milos Raonic,Sep 30 2013,Tokyo,R16,Milos Raonic,FALSE,72,cluster_4,3.86,25
69,37,Stan Wawrinka,$5.132,Stan Wawrinka,Sep 30 2013,Beijing,R32,Andreas Seppi,FALSE,33,cluster_0,-0.69,13
63,30,Gael Monfils,$1.543,Jo-Wilfried Tsonga,Sep 30 2013,Tokyo,R32,Jo-Wilfried Tsonga,FALSE,74,cluster_1,-0.02,29
62,30,Andreas Seppi,$1.216,Stan Wawrinka,Sep 30 2013,Beijing,R32,Stan Wawrinka,FALSE,61,cluster_2,2.46,25
70,48,Richard Gasquet,$2.370,Richard Gasquet,Sep 30 2013,Bangkok,Q,Mikhail Youzhny,FALSE,24,cluster_2,-0.78,5
70,26,Tomas Berdych,$3.334,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Nicolas Almagro,FALSE,57,cluster_1,-0.18,15
62,21,Jeremy Chardy,$1.417,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Nicolas Almagro,FALSE,61,cluster_2,2.06,16
75,29,Juan Martin Del Potro,$4.033,Juan Martin Del Potro,Oct 6 2013,Tokyo,S,Nicolas Almagro,FALSE,63,cluster_1,-0.14,16
73,29,Nicolas Almagro,$1.395,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Tomas Berdych,FALSE,41,cluster_1,1.04,11
78,37,Nicolas Almagro,$3.212,Nicolas Almagro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Jeremy Chardy,FALSE,64,cluster_1,-0.56,11
71,38,Novak Djokovic,$3.431,Novak Djokovic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,F,Juan Martin Del Potro,FALSE,46,cluster_4,-0.89,13
56,33,Rafael Nadal,$3.814,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,S,Juan Martin Del Potro,FALSE,47,cluster_0,1.13,13
59,24,Nicolas Almagro,$1.459,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,Juan Martin Del Potro,FALSE,48,cluster_2,1.76,8
70,41,Kei Nishikori,$2.269,Kei Nishikori,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,Grigor Dimitrov,FALSE,42,cluster_3,-0.25,3
48,35,Jo-Wilfried Tsonga,$1.189,Novak Djokovic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,S,Novak Djokovic,FALSE,71,cluster_1,3.57,18
59,30,Gael Monfils,$1.093,Novak Djokovic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,Novak Djokovic,FALSE,72,cluster_2,3.55,28
58,34,Andreas Seppi,$1.182,Roger Federer,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Roger Federer,FALSE,1,cluster_1,0,0
71,46,Novak Djokovic,$8.672,Novak Djokovic,Oct 6 2013,Beijing,S,Richard Gasquet,FALSE,28,cluster_1,-0.22,4
58,45,Lleyton Hewitt,$1.589,Lleyton Hewitt,Oct 6 2013,Beijing,R32,Tommy Haas,FALSE,34,cluster_2,0.01,7
72,47,Andreas Seppi,$1.636,Andreas Seppi,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,Lleyton Hewitt,FALSE,20,cluster_2,-0.14,5
66,43,Juan Martin Del Potro,$1.325,Juan Martin Del Potro,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,S,Rafael Nadal,FALSE,14,cluster_3,0.32,4
63,27,Stan Wawrinka,$1.206,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,Rafael Nadal,FALSE,19,cluster_0,0.31,3
58,29,Grigor Dimitrov,$1.735,Kei Nishikori,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,Kei Nishikori,FALSE,68,cluster_2,3.05,17
63,39,Nicolas Almagro,$1.550,Nicolas Almagro,Oct 6 2013,Tokyo,Q,Kei Nishikori,FALSE,72,cluster_4,0.22,20
80,25,Stan Wawrinka,$1.875,Stan Wawrinka,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Milos Raonic,FALSE,61,cluster_1,0.01,8
72,27,Fernando Verdasco,$1.466,Milos Raonic,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Milos Raonic,FALSE,62,cluster_1,1.41,16
65,41,Roger Federer,$5.857,Roger Federer,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Andreas Seppi,FALSE,31,cluster_0,-0.63,12
52,28,Lleyton Hewitt,$2.465,Andreas Seppi,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R64,Andreas Seppi,FALSE,32,cluster_2,1.03,9
53,21,Kei Nishikori,$1.671,Jo-Wilfried Tsonga,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Jo-Wilfried Tsonga,FALSE,71,cluster_2,3.35,24
67,39,Novak Djokovic,$14.612,Novak Djokovic,Oct 6 2013,Beijing,R16,Fernando Verdasco,FALSE,26,cluster_3,-0.21,7
72,36,Rafael Nadal,$5.327,Rafael Nadal,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,Q,Stan Wawrinka,FALSE,55,cluster_3,-0.99,11
74,19,Milos Raonic,$2.067,Stan Wawrinka,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R16,Stan Wawrinka,FALSE,56,cluster_0,1.2,14
64,25,Kevin Anderson,$1.397,Stan Wawrinka,Oct 6 2013,ATP World Tour Masters 1000 Shanghai,R32,Stan Wawrinka,FALSE,59,cluster_0,1.5,16
74,35,Stan Wawrinka,$3.323,Stan Wawrinka,Oct 14 2013,ATP World Tour Masters 1000 Shanghai,R32,Kevin Anderson,FALSE,53,cluster_1,-0.45,18
64,34,Ernests Gulbis,$3.911,Ernests Gulbis,Oct 14 2013,Stockholm,R32,Jeremy Chardy,FALSE,61,cluster_3,-0.47,19
60,40,David Ferrer,$2.480,Grigor Dimitrov,Oct 14 2013,Stockholm,F,Grigor Dimitrov,FALSE,37,cluster_1,-0.12,6
59,39,Grigor Dimitrov,$1.629,Grigor Dimitrov,Oct 14 2013,Stockholm,F,David Ferrer,FALSE,14,cluster_3,0.83,5
53,33,Ernests Gulbis,$1.958,David Ferrer,Oct 14 2013,Stockholm,S,David Ferrer,FALSE,19,cluster_3,0.95,7
66,46,David Ferrer,$1.976,David Ferrer,Oct 14 2013,Stockholm,S,Ernests Gulbis,FALSE,38,cluster_1,-0.24,4
65,35,Jeremy Chardy,$1.313,Ernests Gulbis,Oct 14 2013,Stockholm,R32,Ernests Gulbis,FALSE,41,cluster_4,1.14,15
69,36,Jo-Wilfried Tsonga,$2.712,Jo-Wilfried Tsonga,Oct 14 2013,Tokyo,R32,Gael Monfils,FALSE,28,cluster_4,0.13,5
72,31,John Isner,$3.178,John Isner,Oct 14 2013,US Open Slam,Round of 64,Gael Monfils,FALSE,29,cluster_4,-0.13,5
72,27,Milos Raonic,$2.985,Milos Raonic,Oct 14 2013,ATP World Tour Masters 1000 Shanghai,R32,Fernando Verdasco,FALSE,24,cluster_3,-0.11,7
76,40,Juan Martin Del Potro,$3.014,Juan Martin Del Potro,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,Q,Nicolas Almagro,FALSE,56,cluster_1,-0.02,14
69,25,John Isner,$3.151,Jeremy Chardy,Oct 21 2013,Valencia,R16,Jeremy Chardy,FALSE,59,cluster_3,-0.55,17
64,34,Roger Federer,$1.773,Juan Martin Del Potro,Oct 21 2013,Basel,F,Juan Martin Del Potro,FALSE,38,cluster_3,0.67,12
70,40,Roger Federer,$2.996,Roger Federer,Oct 21 2013,Basel,Q,Grigor Dimitrov,FALSE,34,cluster_3,-0.17,2
59,29,Grigor Dimitrov,$1.464,Roger Federer,Oct 21 2013,Basel,Q,Roger Federer,FALSE,86,cluster_0,3.83,31
70,34,Gael Monfils,$1.325,Gael Monfils,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,R16,Roger Federer,FALSE,91,cluster_2,0.75,21
57,22,Nicolas Almagro,$1.366,David Ferrer,Oct 21 2013,Valencia,S,David Ferrer,FALSE,8,cluster_2,0.34,3
48,25,Gael Monfils,$1.541,David Ferrer,Oct 21 2013,Valencia,R32,David Ferrer,FALSE,13,cluster_0,0.92,5
64,42,Mikhail Youzhny,$1.310,Mikhail Youzhny,Oct 21 2013,Valencia,F,David Ferrer,FALSE,84,cluster_1,0.7,29
70,36,John Isner,$1.683,John Isner,Oct 21 2013,Valencia,R32,Ernests Gulbis,FALSE,37,cluster_2,-0.38,14
75,30,Jeremy Chardy,$1.429,Jeremy Chardy,Oct 21 2013,Valencia,R16,John Isner,FALSE,29,cluster_1,-0.17,4
63,29,Ernests Gulbis,$2.364,John Isner,Oct 21 2013,Valencia,R32,John Isner,FALSE,30,cluster_3,0.06,8
78,46,Jo-Wilfried Tsonga,$2.390,Jo-Wilfried Tsonga,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,R16,Kei Nishikori,FALSE,62,cluster_1,-1.59,16
65,37,David Ferrer,$1.958,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Tomas Berdych,FALSE,37,cluster_4,-0.41,6
65,26,Milos Raonic,$2.087,Tomas Berdych,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Tomas Berdych,FALSE,38,cluster_1,1.44,14
74,37,Juan Martin Del Potro,$3.824,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Marin Cilic,FALSE,34,cluster_0,-0.22,12
76,42,Roger Federer,$1.985,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Juan Martin Del Potro,FALSE,32,cluster_4,-0.64,9
69,26,Grigor Dimitrov,$1.362,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Juan Martin Del Potro,FALSE,33,cluster_3,0.34,8
62,25,Marin Cilic,$1.324,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Juan Martin Del Potro,FALSE,37,cluster_3,0.55,11
73,30,Juan Martin Del Potro,$3.538,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Grigor Dimitrov,FALSE,32,cluster_0,0.21,14
58,34,Roger Federer,$1.308,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,S,Novak Djokovic,FALSE,62,cluster_2,2.55,24
54,31,Stan Wawrinka,$1.188,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Novak Djokovic,FALSE,63,cluster_2,2.63,25
56,19,John Isner,$1.171,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Novak Djokovic,FALSE,66,cluster_0,3.09,19
61,28,Juan Martin Del Potro,$1.378,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Shanghai,F,Novak Djokovic,FALSE,70,cluster_2,3.44,27
57,23,Juan Martin Del Potro,$1.948,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Roger Federer,FALSE,75,cluster_0,2.97,23
58,32,Kevin Anderson,$1.176,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Roger Federer,FALSE,79,cluster_1,0.83,18
65,35,Juan Martin Del Potro,$2.207,Juan Martin Del Potro,Oct 28 2013,Basel,F,Roger Federer,FALSE,80,cluster_2,0.27,17
68,43,Novak Djokovic,$6.134,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,F,David Ferrer,FALSE,73,cluster_1,-0.97,21
59,32,Rafael Nadal,$6.609,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,S,David Ferrer,FALSE,74,cluster_3,2.19,28
62,34,Tomas Berdych,$1.976,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,David Ferrer,FALSE,78,cluster_3,3.21,31
55,28,Kei Nishikori,$1.479,Richard Gasquet,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Richard Gasquet,FALSE,20,cluster_0,0.51,5
58,30,Fernando Verdasco,$1.345,Richard Gasquet,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Richard Gasquet,FALSE,21,cluster_2,0.15,5
70,39,Fernando Verdasco,$1.550,Fernando Verdasco,Oct 28 2013,ATP World Tour Masters 1000 Paris,R64,Ernests Gulbis,FALSE,36,cluster_2,-0.37,10
80,43,Novak Djokovic,$6.134,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,John Isner,FALSE,27,cluster_2,-0.67,5
69,40,Novak Djokovic,$9.817,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Shanghai,Q,Gael Monfils,FALSE,24,cluster_4,-0.39,3
65,29,Roger Federer,$3.814,Gael Monfils,Oct 28 2013,ATP World Tour Masters 1000 Shanghai,R16,Gael Monfils,FALSE,25,cluster_3,0.11,5
48,28,Richard Gasquet,$1.202,Rafael Nadal,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Rafael Nadal,FALSE,9,cluster_4,0.89,4
67,40,David Ferrer,$1.155,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,S,Rafael Nadal,FALSE,90,cluster_3,0.84,18
64,32,Jo-Wilfried Tsonga,$3.026,Kei Nishikori,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Kei Nishikori,FALSE,54,cluster_0,-0.42,15
73,34,Tomas Berdych,$1.859,Tomas Berdych,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Milos Raonic,FALSE,51,cluster_3,-0.89,18
67,35,Kei Nishikori,$1.456,Kei Nishikori,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,Jo-Wilfried Tsonga,FALSE,62,cluster_0,-0.77,10
60,29,Ernests Gulbis,$2.690,Fernando Verdasco,Oct 28 2013,ATP World Tour Masters 1000 Paris,R64,Fernando Verdasco,FALSE,20,cluster_2,0.57,6
68,46,Novak Djokovic,$5.701,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,Stan Wawrinka,FALSE,47,cluster_3,-0.72,8
48,33,Nicolas Almagro,$1.609,Stan Wawrinka,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,Stan Wawrinka,FALSE,48,cluster_4,1.87,12
57,35,David Ferrer,$3.945,Mikhail Youzhny,Oct 28 2013,Valencia,F,Mikhail Youzhny,FALSE,17,cluster_1,0.57,4
51,26,Stan Wawrinka,$1.190,Novak Djokovic,Nov 4 2013,Barclays ATP World Tour Finals,S,Novak Djokovic,FALSE,56,cluster_2,2.03,21
56,31,David Ferrer,$1.171,Novak Djokovic,Nov 4 2013,ATP World Tour Masters 1000 Paris,F,Novak Djokovic,FALSE,60,cluster_2,2.42,23
65,41,Novak Djokovic,$3.964,Novak Djokovic,Nov 4 2013,ATP World Tour Masters 1000 Paris,S,Roger Federer,FALSE,74,cluster_1,0.4,19
71,51,Rafael Nadal,$5.407,Rafael Nadal,Nov 4 2013,ATP World Tour Masters 1000 Paris,Q,Richard Gasquet,FALSE,19,cluster_1,-0.17,2
68,44,Novak Djokovic,$2.571,Novak Djokovic,Nov 4 2013,Barclays ATP World Tour Finals,F,Rafael Nadal,FALSE,80,cluster_3,0.02,13
59,26,Roger Federer,$1.340,Rafael Nadal,Nov 4 2013,Barclays ATP World Tour Finals,S,Rafael Nadal,FALSE,85,cluster_0,4.47,29
73,48,Novak Djokovic,$5.658,Novak Djokovic,Nov 4 2013,Barclays ATP World Tour Finals,S,Stan Wawrinka,FALSE,43,cluster_3,-0.51,7
75,37,Novak Djokovic,$10.342,Novak Djokovic,Nov 15 2013,Davis Cup,Reverse Singles,Tomas Berdych,FALSE,35,cluster_4,-0.32,3
55,31,Rafael Nadal,$1.592,Novak Djokovic,Nov 15 2013,Barclays ATP World Tour Finals,F,Novak Djokovic,FALSE,55,cluster_2,2.45,19
63,25,Tomas Berdych,$1.087,Novak Djokovic,Dec 26 2013,Davis Cup,Reverse Singles,Novak Djokovic,FALSE,51,cluster_0,1.78,12
67,41,Roger Federer,$5.989,Roger Federer,Dec 30 2013,ATP World Tour Masters 1000 Paris,R32,Kevin Anderson,FALSE,45,cluster_1,-0.39,14
59,32,Mikhail Youzhny,$2.727,Kevin Anderson,Dec 30 2013,ATP World Tour Masters 1000 Paris,R64,Kevin Anderson,FALSE,48,cluster_0,0.16,11
72,33,Roger Federer,$10.735,Roger Federer,Dec 30 2013,Brisbane,S,Jeremy Chardy,FALSE,47,cluster_1,-0.91,7
67,40,Kei Nishikori,$1.816,Kei Nishikori,Dec 30 2013,Brisbane,Q,Marin Cilic,FALSE,31,cluster_2,-0.11,3
66,27,Grigor Dimitrov,$2.394,Marin Cilic,Dec 30 2013,Brisbane,R16,Marin Cilic,FALSE,32,cluster_4,0.93,12
72,33,Marin Cilic,$1.669,Marin Cilic,Dec 30 2013,Brisbane,R16,Grigor Dimitrov,FALSE,30,cluster_0,0.26,13
66,27,Jeremy Chardy,$1.082,Roger Federer,Dec 30 2013,Brisbane,S,Roger Federer,FALSE,63,cluster_0,2.85,23
73,40,Rafael Nadal,$3.693,Rafael Nadal,Dec 30 2013,Barclays ATP World Tour Finals,S,Roger Federer,FALSE,68,cluster_2,-0.03,13
63,40,Rafael Nadal,$4.792,Rafael Nadal,Dec 30 2013,Doha,Q,Ernests Gulbis,FALSE,33,cluster_1,-0.33,3
60,34,Roger Federer,$6.053,Lleyton Hewitt,Dec 30 2013,Brisbane,F,Lleyton Hewitt,FALSE,14,cluster_1,0.11,1
63,31,Kei Nishikori,$2.437,Lleyton Hewitt,Dec 30 2013,Brisbane,S,Lleyton Hewitt,FALSE,15,cluster_1,0.17,2
60,24,Gael Monfils,$1.411,Rafael Nadal,Dec 30 2013,Doha,F,Rafael Nadal,FALSE,67,cluster_0,3.84,25
59,36,Ernests Gulbis,$1.237,Rafael Nadal,Dec 30 2013,Doha,Q,Rafael Nadal,FALSE,73,cluster_2,3.42,34
59,32,Marin Cilic,$2.144,Kei Nishikori,Dec 30 2013,Brisbane,Q,Kei Nishikori,FALSE,48,cluster_4,0.97,14
71,44,Richard Gasquet,$2.933,Richard Gasquet,Dec 30 2013,ATP World Tour Masters 1000 Paris,R16,Kei Nishikori,FALSE,50,cluster_1,-0.81,11
69,41,Richard Gasquet,$3.654,Richard Gasquet,Dec 30 2013,ATP World Tour Masters 1000 Paris,R32,Fernando Verdasco,FALSE,19,cluster_4,-0.02,5
57,24,Richard Gasquet,$1.636,Gael Monfils,Jan 6 2014,Doha,R16,Gael Monfils,FALSE,21,cluster_1,1.18,6
74,51,David Ferrer,$2.717,David Ferrer,Jan 6 2014,Valencia,R32,Gael Monfils,FALSE,23,cluster_2,-0.53,4
75,42,Gael Monfils,$2.465,Gael Monfils,Jan 7 2014,Doha,R16,Richard Gasquet,FALSE,17,cluster_3,-0.29,3
68,36,Lleyton Hewitt,$1.648,Lleyton Hewitt,Jan 7 2014,Brisbane,S,Kei Nishikori,FALSE,44,cluster_0,0.12,6
67,40,Kevin Anderson,$1.538,Kevin Anderson,Jan 7 2014,ATP World Tour Masters 1000 Paris,R64,Mikhail Youzhny,FALSE,16,cluster_0,-0.25,4
66,51,Stan Wawrinka,$2.528,Stan Wawrinka,Jan 13 2014,ATP World Tour Masters 1000 Paris,R16,Nicolas Almagro,FALSE,45,cluster_3,-0.44,8
76,44,Tomas Berdych,$6.753,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 16,Kevin Anderson,FALSE,37,cluster_4,-1.27,12
72,28,Stan Wawrinka,$2.145,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Semi Final,Tomas Berdych,FALSE,28,cluster_1,0.3,6
58,39,David Ferrer,$1.554,Tomas Berdych,Jan 13 2014,Australian Open Slam,Quarter Final,Tomas Berdych,FALSE,29,cluster_3,-0.08,7
56,24,Kevin Anderson,$1.109,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 16,Tomas Berdych,FALSE,30,cluster_2,2.4,14
70,45,David Ferrer,$3.334,David Ferrer,Jan 13 2014,Australian Open Slam,Round of 32,Jeremy Chardy,FALSE,44,cluster_0,-1.11,11
71,38,Rafael Nadal,$6.575,Rafael Nadal,Jan 13 2014,Australian Open Slam,Quarter Final,Grigor Dimitrov,FALSE,25,cluster_3,-0.06,1
68,20,Milos Raonic,$2.125,Grigor Dimitrov,Jan 13 2014,Australian Open Slam,Round of 32,Grigor Dimitrov,FALSE,27,cluster_0,0.14,12
63,20,Jo-Wilfried Tsonga,$1.554,Roger Federer,Jan 13 2014,Australian Open Slam,Round of 16,Roger Federer,FALSE,54,cluster_0,2.52,21
65,39,Lleyton Hewitt,$1.174,Lleyton Hewitt,Jan 13 2014,Brisbane,F,Roger Federer,FALSE,62,cluster_1,0.54,10
61,42,Tomas Berdych,$2.460,Tomas Berdych,Jan 13 2014,Australian Open Slam,Quarter Final,David Ferrer,FALSE,54,cluster_1,0.16,20
55,30,Jeremy Chardy,$1.395,David Ferrer,Jan 13 2014,Australian Open Slam,Round of 32,David Ferrer,FALSE,56,cluster_3,2.53,24
64,36,Andreas Seppi,$1.283,Andreas Seppi,Jan 13 2014,Australian Open Slam,Round of 128,Lleyton Hewitt,FALSE,13,cluster_0,0.02,3
75,39,Rafael Nadal,$3.245,Rafael Nadal,Jan 13 2014,Doha,F,Gael Monfils,FALSE,18,cluster_4,-0.25,2
71,44,Stan Wawrinka,$1.175,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Final,Rafael Nadal,FALSE,54,cluster_3,-0.13,6
60,27,Roger Federer,$1.654,Rafael Nadal,Jan 13 2014,Australian Open Slam,Semi Final,Rafael Nadal,FALSE,55,cluster_0,2.43,17
62,29,Grigor Dimitrov,$1.114,Rafael Nadal,Jan 13 2014,Australian Open Slam,Quarter Final,Rafael Nadal,FALSE,58,cluster_2,2.36,25
58,35,Kei Nishikori,$1.029,Rafael Nadal,Jan 13 2014,Australian Open Slam,Round of 16,Rafael Nadal,FALSE,59,cluster_2,1.41,20
50,27,Gael Monfils,$1.100,Rafael Nadal,Jan 13 2014,Australian Open Slam,Round of 32,Rafael Nadal,FALSE,60,cluster_4,4.59,23
80,32,Grigor Dimitrov,$1.726,Grigor Dimitrov,Jan 13 2014,Australian Open Slam,Round of 32,Milos Raonic,FALSE,46,cluster_3,-0.8,16
73,37,Stan Wawrinka,$3.191,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Round of 16,Tommy Robredo,FALSE,23,cluster_4,-0.56,7
