player1,player2,winner,date,tournament,t_round,p1odds,p2odds,p1spw,p2spw,p1_spwcount,p2_spwcount
Grigor Dimitrov,David Ferrer,Grigor Dimitrov,Oct 14 2013,Stockholm,F,$2.480,$1.629,-0.02,0.05,5,1
David Ferrer,Grigor Dimitrov,Grigor Dimitrov,Oct 14 2013,Stockholm,F,$1.629,$2.480,0.05,-0.02,1,5
David Ferrer,Ernests Gulbis,David Ferrer,Oct 14 2013,Stockholm,S,$1.958,$1.976,0.07,-0.19,2,3
Ernests Gulbis,David Ferrer,David Ferrer,Oct 14 2013,Stockholm,S,$1.976,$1.958,-0.19,0.07,3,2
Ernests Gulbis,Jeremy Chardy,Ernests Gulbis,Oct 14 2013,Stockholm,R32,$1.313,$3.911,0.91,-0.06,12,16
Gael Monfils,Jo-Wilfried Tsonga,Jo-Wilfried Tsonga,Oct 14 2013,Tokyo,R32,$2.712,$1.543,-0.25,0.59,3,22
Gael Monfils,John Isner,John Isner,Oct 14 2013,US Open Slam,Round of 64,$3.178,$1.424,-0.3,0.52,4,10
Fernando Verdasco,Milos Raonic,Milos Raonic,Oct 14 2013,ATP World Tour Masters 1000 Shanghai,R32,$2.985,$1.466,-0.22,0.22,6,7
Nicolas Almagro,Juan Martin Del Potro,Juan Martin Del Potro,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,Q,$3.014,$1.459,-0.16,1.47,12,6
Jeremy Chardy,John Isner,Jeremy Chardy,Oct 21 2013,Valencia,R16,$3.151,$1.429,-0.14,-0.27,14,2
Juan Martin Del Potro,Roger Federer,Juan Martin Del Potro,Oct 21 2013,Basel,F,$1.773,$2.207,0.85,-0.55,11,12
Grigor Dimitrov,Roger Federer,Roger Federer,Oct 21 2013,Basel,Q,$2.996,$1.464,-0.09,3.46,1,25
Roger Federer,Grigor Dimitrov,Roger Federer,Oct 21 2013,Basel,Q,$1.464,$2.996,3.46,-0.09,25,1
Roger Federer,Gael Monfils,Gael Monfils,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,R16,$1.325,$3.814,-0.55,0.36,13,4
David Ferrer,Gael Monfils,David Ferrer,Oct 21 2013,Valencia,R32,$1.541,$2.717,0.64,-0.53,3,4
David Ferrer,Mikhail Youzhny,Mikhail Youzhny,Oct 21 2013,Valencia,F,$1.310,$3.945,-1.21,0.57,19,4
Ernests Gulbis,John Isner,John Isner,Oct 21 2013,Valencia,R32,$1.683,$2.364,-0.78,0.36,9,6
John Isner,Jeremy Chardy,Jeremy Chardy,Oct 21 2013,Valencia,R16,$1.429,$3.151,-0.27,-0.14,2,14
John Isner,Ernests Gulbis,John Isner,Oct 21 2013,Valencia,R32,$2.364,$1.683,0.36,-0.78,6,9
Kei Nishikori,Jo-Wilfried Tsonga,Jo-Wilfried Tsonga,Oct 21 2013,ATP World Tour Masters 1000 Shanghai,R16,$2.390,$1.671,-1.7,3.49,11,22
Tomas Berdych,David Ferrer,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,$1.958,$1.976,-0.44,2.27,4,23
Tomas Berdych,Milos Raonic,Tomas Berdych,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$2.087,$1.859,0.56,-1.32,8,13
Marin Cilic,Juan Martin Del Potro,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,$3.824,$1.324,-0.48,0.72,9,10
Juan Martin Del Potro,Roger Federer,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,$1.985,$1.948,-0.64,2.6,9,20
Juan Martin Del Potro,Grigor Dimitrov,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$1.362,$3.538,0.51,0.11,7,11
Juan Martin Del Potro,Marin Cilic,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,$1.324,$3.824,0.72,-0.48,10,9
Grigor Dimitrov,Juan Martin Del Potro,Juan Martin Del Potro,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$3.538,$1.362,0.11,0.51,11,7
Novak Djokovic,Roger Federer,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,S,$1.308,$3.964,2.57,0.4,18,12
Novak Djokovic,Stan Wawrinka,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,$1.188,$5.701,2.65,-0.87,19,7
Novak Djokovic,John Isner,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$1.171,$6.134,2.55,-0.67,11,5
Novak Djokovic,Juan Martin Del Potro,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Shanghai,F,$1.378,$3.431,3.03,-0.9,21,12
Roger Federer,Juan Martin Del Potro,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,$1.948,$1.985,2.6,-0.64,20,9
Roger Federer,Kevin Anderson,Roger Federer,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,$1.176,$5.989,0.34,0.09,13,10
Roger Federer,Juan Martin Del Potro,Juan Martin Del Potro,Oct 28 2013,Basel,F,$2.207,$1.773,-0.55,0.85,12,11
David Ferrer,Novak Djokovic,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,F,$6.134,$1.171,-1.11,2.44,17,17
David Ferrer,Rafael Nadal,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,S,$6.609,$1.155,2.18,-0.62,22,8
David Ferrer,Tomas Berdych,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,$1.976,$1.958,2.27,-0.44,23,4
Richard Gasquet,Kei Nishikori,Richard Gasquet,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$1.479,$2.933,0.73,-0.88,4,7
Richard Gasquet,Fernando Verdasco,Richard Gasquet,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,$1.345,$3.654,0.24,-0.18,4,1
Ernests Gulbis,Fernando Verdasco,Fernando Verdasco,Oct 28 2013,ATP World Tour Masters 1000 Paris,R64,$1.550,$2.690,-0.69,0.59,8,5
John Isner,Novak Djokovic,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$6.134,$1.171,-0.67,2.55,5,11
Gael Monfils,Novak Djokovic,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Shanghai,Q,$9.817,$1.093,-0.16,3.14,2,22
Gael Monfils,Roger Federer,Gael Monfils,Oct 28 2013,ATP World Tour Masters 1000 Shanghai,R16,$3.814,$1.325,0.36,-0.55,4,13
Rafael Nadal,Richard Gasquet,Rafael Nadal,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,$1.202,$5.407,0.77,-0.17,3,2
Rafael Nadal,David Ferrer,David Ferrer,Oct 28 2013,ATP World Tour Masters 1000 Paris,S,$1.155,$6.609,-0.62,2.18,8,22
Kei Nishikori,Jo-Wilfried Tsonga,Kei Nishikori,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,$3.026,$1.456,-0.06,-0.77,9,10
Milos Raonic,Tomas Berdych,Tomas Berdych,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$1.859,$2.087,-1.32,0.56,13,8
Jo-Wilfried Tsonga,Kei Nishikori,Kei Nishikori,Oct 28 2013,ATP World Tour Masters 1000 Paris,R32,$1.456,$3.026,-0.77,-0.06,10,9
Fernando Verdasco,Ernests Gulbis,Fernando Verdasco,Oct 28 2013,ATP World Tour Masters 1000 Paris,R64,$2.690,$1.550,0.59,-0.69,5,8
Stan Wawrinka,Novak Djokovic,Novak Djokovic,Oct 28 2013,ATP World Tour Masters 1000 Paris,Q,$5.701,$1.188,-0.87,2.65,7,19
Stan Wawrinka,Nicolas Almagro,Stan Wawrinka,Oct 28 2013,ATP World Tour Masters 1000 Paris,R16,$1.609,$2.528,1.58,-0.44,6,8
Mikhail Youzhny,David Ferrer,Mikhail Youzhny,Oct 28 2013,Valencia,F,$3.945,$1.310,0.57,-1.21,4,19
Novak Djokovic,Stan Wawrinka,Novak Djokovic,Nov 4 2013,Barclays ATP World Tour Finals,S,$1.190,$5.658,2.05,-0.66,15,6
Novak Djokovic,David Ferrer,Novak Djokovic,Nov 4 2013,ATP World Tour Masters 1000 Paris,F,$1.171,$6.134,2.44,-1.11,17,17
Roger Federer,Novak Djokovic,Novak Djokovic,Nov 4 2013,ATP World Tour Masters 1000 Paris,S,$3.964,$1.308,0.4,2.57,12,18
Richard Gasquet,Rafael Nadal,Rafael Nadal,Nov 4 2013,ATP World Tour Masters 1000 Paris,Q,$5.407,$1.202,-0.17,0.77,2,3
Rafael Nadal,Novak Djokovic,Novak Djokovic,Nov 4 2013,Barclays ATP World Tour Finals,F,$2.571,$1.592,-0.5,1.91,7,14
Rafael Nadal,Roger Federer,Rafael Nadal,Nov 4 2013,Barclays ATP World Tour Finals,S,$1.340,$3.693,3.84,-0.35,21,9
Stan Wawrinka,Novak Djokovic,Novak Djokovic,Nov 4 2013,Barclays ATP World Tour Finals,S,$5.658,$1.190,-0.66,2.05,6,15
Tomas Berdych,Novak Djokovic,Novak Djokovic,Nov 15 2013,Davis Cup,Reverse Singles,$10.342,$1.087,-0.32,1.38,3,6
Novak Djokovic,Rafael Nadal,Novak Djokovic,Nov 15 2013,Barclays ATP World Tour Finals,F,$1.592,$2.571,1.91,-0.5,14,7
Novak Djokovic,Tomas Berdych,Novak Djokovic,Dec 26 2013,Davis Cup,Reverse Singles,$1.087,$10.342,1.38,-0.32,6,3
Kevin Anderson,Roger Federer,Roger Federer,Dec 30 2013,ATP World Tour Masters 1000 Paris,R32,$5.989,$1.176,0.09,0.34,10,13
Kevin Anderson,Mikhail Youzhny,Kevin Anderson,Dec 30 2013,ATP World Tour Masters 1000 Paris,R64,$2.727,$1.538,0.21,-0.25,8,4
Jeremy Chardy,Roger Federer,Roger Federer,Dec 30 2013,Brisbane,S,$10.735,$1.082,-0.61,2.35,4,17
Marin Cilic,Kei Nishikori,Kei Nishikori,Dec 30 2013,Brisbane,Q,$1.816,$2.144,-0.11,0.48,2,10
Marin Cilic,Grigor Dimitrov,Marin Cilic,Dec 30 2013,Brisbane,R16,$2.394,$1.669,1.09,0.16,8,10
Grigor Dimitrov,Marin Cilic,Marin Cilic,Dec 30 2013,Brisbane,R16,$1.669,$2.394,0.16,1.09,10,8
Roger Federer,Jeremy Chardy,Roger Federer,Dec 30 2013,Brisbane,S,$1.082,$10.735,2.35,-0.61,17,4
Roger Federer,Rafael Nadal,Rafael Nadal,Dec 30 2013,Barclays ATP World Tour Finals,S,$3.693,$1.340,-0.35,3.84,9,21
Ernests Gulbis,Rafael Nadal,Rafael Nadal,Dec 30 2013,Doha,Q,$4.792,$1.237,-0.16,2.12,2,25
Lleyton Hewitt,Roger Federer,Lleyton Hewitt,Dec 30 2013,Brisbane,F,$6.053,$1.174,0.11,0.54,1,10
Lleyton Hewitt,Kei Nishikori,Lleyton Hewitt,Dec 30 2013,Brisbane,S,$2.437,$1.648,0.17,0.12,2,6
Rafael Nadal,Gael Monfils,Rafael Nadal,Dec 30 2013,Doha,F,$1.411,$3.245,3.03,-0.02,17,1
Rafael Nadal,Ernests Gulbis,Rafael Nadal,Dec 30 2013,Doha,Q,$1.237,$4.792,2.12,-0.16,25,2
Kei Nishikori,Marin Cilic,Kei Nishikori,Dec 30 2013,Brisbane,Q,$2.144,$1.816,0.48,-0.11,10,2
Kei Nishikori,Richard Gasquet,Richard Gasquet,Dec 30 2013,ATP World Tour Masters 1000 Paris,R16,$2.933,$1.479,-0.88,0.73,7,4
Fernando Verdasco,Richard Gasquet,Richard Gasquet,Dec 30 2013,ATP World Tour Masters 1000 Paris,R32,$3.654,$1.345,-0.18,0.24,1,4
Gael Monfils,Richard Gasquet,Gael Monfils,Jan 6 2014,Doha,R16,$1.636,$2.465,1.18,-0.38,6,2
Gael Monfils,David Ferrer,David Ferrer,Jan 6 2014,Valencia,R32,$2.717,$1.541,-0.53,0.64,4,3
Richard Gasquet,Gael Monfils,Gael Monfils,Jan 7 2014,Doha,R16,$2.465,$1.636,-0.38,1.18,2,6
Kei Nishikori,Lleyton Hewitt,Lleyton Hewitt,Jan 7 2014,Brisbane,S,$1.648,$2.437,0.12,0.17,6,2
Mikhail Youzhny,Kevin Anderson,Kevin Anderson,Jan 7 2014,ATP World Tour Masters 1000 Paris,R64,$1.538,$2.727,-0.25,0.21,4,8
Nicolas Almagro,Stan Wawrinka,Stan Wawrinka,Jan 13 2014,ATP World Tour Masters 1000 Paris,R16,$2.528,$1.609,-0.44,1.58,8,6
Kevin Anderson,Tomas Berdych,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 16,$6.753,$1.109,-1.42,2.48,7,12
Tomas Berdych,Stan Wawrinka,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Semi Final,$2.145,$1.815,0.39,0.61,5,5
Tomas Berdych,David Ferrer,Tomas Berdych,Jan 13 2014,Australian Open Slam,Quarter Final,$1.554,$2.460,0.01,-0.91,5,12
Tomas Berdych,Kevin Anderson,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 16,$1.109,$4.837,2.48,-2,12,10
Tomas Berdych,Kevin Anderson,Tomas Berdych,Jan 13 2014,Australian Open Slam,Round of 16,$1.109,$6.753,2.48,-1.42,12,7
Jeremy Chardy,David Ferrer,David Ferrer,Jan 13 2014,Australian Open Slam,Round of 32,$3.334,$1.395,-1.09,1.66,9,18
Grigor Dimitrov,Rafael Nadal,Rafael Nadal,Jan 13 2014,Australian Open Slam,Quarter Final,$6.575,$1.114,0,1.45,0,18
Grigor Dimitrov,Milos Raonic,Grigor Dimitrov,Jan 13 2014,Australian Open Slam,Round of 32,$2.125,$1.726,0.04,-1.2,9,12
Roger Federer,Jo-Wilfried Tsonga,Roger Federer,Jan 13 2014,Australian Open Slam,Round of 16,$1.554,$2.460,2.02,-0.54,15,5
Roger Federer,Lleyton Hewitt,Lleyton Hewitt,Jan 13 2014,Brisbane,F,$1.174,$6.053,0.54,0.11,10,1
David Ferrer,Tomas Berdych,Tomas Berdych,Jan 13 2014,Australian Open Slam,Quarter Final,$2.460,$1.554,-0.91,0.01,12,5
David Ferrer,Jeremy Chardy,David Ferrer,Jan 13 2014,Australian Open Slam,Round of 32,$1.395,$3.334,1.66,-1.09,18,9
Lleyton Hewitt,Andreas Seppi,Andreas Seppi,Jan 13 2014,Australian Open Slam,Round of 128,$1.283,$4.206,-0.09,-0.17,2,6
Gael Monfils,Rafael Nadal,Rafael Nadal,Jan 13 2014,Doha,F,$3.245,$1.411,-0.02,3.03,1,17
Rafael Nadal,Stan Wawrinka,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Final,$1.175,$6.025,-0.29,0.68,4,8
Rafael Nadal,Roger Federer,Rafael Nadal,Jan 13 2014,Australian Open Slam,Semi Final,$1.654,$2.424,2.56,-0.2,14,7
Rafael Nadal,Grigor Dimitrov,Rafael Nadal,Jan 13 2014,Australian Open Slam,Quarter Final,$1.114,$6.575,1.45,0,18,0
Rafael Nadal,Kei Nishikori,Rafael Nadal,Jan 13 2014,Australian Open Slam,Round of 16,$1.029,$12.817,1.54,-0.59,19,5
Rafael Nadal,Gael Monfils,Rafael Nadal,Jan 13 2014,Australian Open Slam,Round of 32,$1.100,$7.098,3.58,-0.3,13,3
Milos Raonic,Grigor Dimitrov,Grigor Dimitrov,Jan 13 2014,Australian Open Slam,Round of 32,$1.726,$2.125,-1.2,0.04,12,9
Tommy Robredo,Stan Wawrinka,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Round of 16,$3.191,$1.358,-0.56,0.94,7,10
Tommy Robredo,Richard Gasquet,Tommy Robredo,Jan 13 2014,Australian Open Slam,Round of 32,$2.579,$1.510,0.63,0.18,8,2
Andreas Seppi,Lleyton Hewitt,Andreas Seppi,Jan 13 2014,Australian Open Slam,Round of 128,$4.206,$1.283,-0.17,-0.09,6,2
Jo-Wilfried Tsonga,Roger Federer,Roger Federer,Jan 13 2014,Australian Open Slam,Round of 16,$2.460,$1.554,-0.54,2.02,5,15
Stan Wawrinka,Rafael Nadal,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Final,$6.025,$1.175,0.68,-0.29,8,4
Stan Wawrinka,Tomas Berdych,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Semi Final,$1.815,$2.145,0.61,0.39,5,5
Stan Wawrinka,Novak Djokovic,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Quarter Final,$7.979,$1.081,-0.39,-0.14,4,9
Stan Wawrinka,Tommy Robredo,Stan Wawrinka,Jan 13 2014,Australian Open Slam,Round of 16,$1.358,$3.191,0.94,-0.56,10,7
Roger Federer,Rafael Nadal,Rafael Nadal,Jan 31 2014,Australian Open Slam,Semi Final,$2.424,$1.654,-0.2,2.56,7,14
Richard Gasquet,Tommy Robredo,Tommy Robredo,Jan 31 2014,Australian Open Slam,Round of 32,$1.510,$2.579,0.18,0.63,2,8
Gael Monfils,Rafael Nadal,Rafael Nadal,Jan 31 2014,Australian Open Slam,Round of 32,$7.098,$1.100,-0.3,3.58,3,13
Kei Nishikori,Rafael Nadal,Rafael Nadal,Jan 31 2014,Australian Open Slam,Round of 16,$12.817,$1.029,-0.59,1.54,5,19
Marin Cilic,Tommy Haas,Marin Cilic,Feb 3 2014,Zagreb,F,$1.530,$2.752,0.35,-0.88,3,5
Nicolas Almagro,David Ferrer,David Ferrer,Feb 10 2014,Buenos Aires,S,$3.571,$1.357,-0.22,1.19,5,13
Nicolas Almagro,Jeremy Chardy,Nicolas Almagro,Feb 10 2014,Buenos Aires,Q,$1.424,$3.176,0.66,-0.05,9,4
Tomas Berdych,Marin Cilic,Tomas Berdych,Feb 10 2014,Rotterdam,F,$1.472,$2.962,1.64,-0.23,8,5
Tomas Berdych,Ernests Gulbis,Tomas Berdych,Feb 10 2014,Rotterdam,S,$1.574,$2.619,1.82,-0.31,9,5
Jeremy Chardy,Nicolas Almagro,Nicolas Almagro,Feb 10 2014,Buenos Aires,Q,$3.176,$1.424,-0.05,0.66,4,9
Marin Cilic,Tomas Berdych,Tomas Berdych,Feb 10 2014,Rotterdam,F,$2.962,$1.472,-0.23,1.64,5,8
Marin Cilic,Jo-Wilfried Tsonga,Marin Cilic,Feb 10 2014,Rotterdam,R16,$2.619,$1.574,0.56,-0.34,4,3
Juan Martin Del Potro,Ernests Gulbis,Ernests Gulbis,Feb 10 2014,Rotterdam,Q,$1.376,$3.447,-0.18,1.11,2,6
Juan Martin Del Potro,Gael Monfils,Juan Martin Del Potro,Feb 10 2014,Rotterdam,R32,$1.584,$2.593,0.02,0,1,0
Juan Martin Del Potro,Gael Monfils,Juan Martin Del Potro,Feb 10 2014,Rotterdam,R32,$1.584,$4.446,0.02,-0.8,1,13
Grigor Dimitrov,Ernests Gulbis,Ernests Gulbis,Feb 10 2014,Rotterdam,R16,$1.591,$2.575,0.03,1.29,7,7
David Ferrer,Nicolas Almagro,David Ferrer,Feb 10 2014,Buenos Aires,S,$1.357,$3.571,1.19,-0.22,13,5
Richard Gasquet,Gael Monfils,Gael Monfils,Feb 10 2014,Montpellier,F,$1.852,$2.096,-0.2,0.17,1,1
Ernests Gulbis,Tomas Berdych,Tomas Berdych,Feb 10 2014,Rotterdam,S,$2.619,$1.574,-0.31,1.82,5,9
Ernests Gulbis,Juan Martin Del Potro,Ernests Gulbis,Feb 10 2014,Rotterdam,Q,$3.447,$1.376,1.11,-0.18,6,2
Ernests Gulbis,Grigor Dimitrov,Ernests Gulbis,Feb 10 2014,Rotterdam,R16,$2.575,$1.591,1.29,0.03,7,7
Tommy Haas,Fernando Verdasco,Tommy Haas,Feb 10 2014,Rotterdam,R32,$1.853,$2.095,0.17,-0.07,3,3
Tommy Haas,Marin Cilic,Marin Cilic,Feb 10 2014,Zagreb,F,$2.752,$1.530,-0.88,0.35,5,3
Gael Monfils,Richard Gasquet,Gael Monfils,Feb 10 2014,Montpellier,F,$2.096,$1.852,0.17,-0.2,1,1
Jo-Wilfried Tsonga,Marin Cilic,Marin Cilic,Feb 10 2014,Rotterdam,R16,$1.574,$2.619,-0.34,0.56,3,4
Kevin Anderson,Marin Cilic,Marin Cilic,Feb 17 2014,Delray Beach,F,$3.571,$1.357,0.05,0.3,6,2
Jeremy Chardy,David Ferrer,David Ferrer,Feb 17 2014,Rio de Janeiro,R32,$6.948,$1.145,-0.37,2.26,3,10
Marin Cilic,Kevin Anderson,Marin Cilic,Feb 17 2014,Delray Beach,F,$1.357,$3.571,0.3,0.05,2,6
Marin Cilic,John Isner,Marin Cilic,Feb 17 2014,Delray Beach,S,$1.470,$2.971,0.16,-0.54,1,4
David Ferrer,Jeremy Chardy,David Ferrer,Feb 17 2014,Rio de Janeiro,R32,$1.145,$6.948,2.26,-0.37,10,3
Ernests Gulbis,Jo-Wilfried Tsonga,Ernests Gulbis,Feb 17 2014,Marseille,F,$2.327,$1.703,0.55,-0.26,3,2
Ernests Gulbis,Richard Gasquet,Ernests Gulbis,Feb 17 2014,Marseille,S,$2.178,$1.792,0.65,0,4,0
John Isner,Marin Cilic,Marin Cilic,Feb 17 2014,Delray Beach,S,$2.971,$1.470,-0.54,0.16,4,1
Jo-Wilfried Tsonga,Ernests Gulbis,Ernests Gulbis,Feb 17 2014,Marseille,F,$1.703,$2.327,-0.26,0.55,2,3
Kevin Anderson,Grigor Dimitrov,Grigor Dimitrov,Feb 24 2014,Acapulco,F,$2.915,$1.484,-6.94E-18,-0.03,4,5
Kevin Anderson,David Ferrer,Kevin Anderson,Feb 24 2014,Acapulco,Q,$3.555,$1.359,0.14,0.45,2,5
Tomas Berdych,Roger Federer,Roger Federer,Feb 24 2014,Dubai,F,$2.298,$1.719,-0.23,0.33,2,7
Tomas Berdych,Jo-Wilfried Tsonga,Tomas Berdych,Feb 24 2014,Dubai,Q,$1.384,$3.397,0.2,-0.61,3,8
Grigor Dimitrov,Kevin Anderson,Grigor Dimitrov,Feb 24 2014,Acapulco,F,$1.484,$2.915,-0.03,-6.94E-18,5,4
Grigor Dimitrov,Ernests Gulbis,Grigor Dimitrov,Feb 24 2014,Acapulco,Q,$1.830,$2.125,-0.09,-0.14,3,1
Novak Djokovic,Stan Wawrinka,Stan Wawrinka,Feb 24 2014,Australian Open Slam,Quarter Final,$1.081,$7.979,-0.14,-0.39,9,4
Roger Federer,Novak Djokovic,Roger Federer,Feb 24 2014,Dubai,S,$4.960,$1.226,1.21,-0.03,9,7
David Ferrer,Kevin Anderson,Kevin Anderson,Feb 24 2014,Acapulco,Q,$1.359,$3.555,0.45,0.14,5,2
Ernests Gulbis,Grigor Dimitrov,Grigor Dimitrov,Feb 24 2014,Acapulco,Q,$2.125,$1.830,-0.14,-0.09,1,3
Jo-Wilfried Tsonga,Tomas Berdych,Tomas Berdych,Feb 24 2014,Dubai,Q,$3.397,$1.384,-0.61,0.2,8,3
Kevin Anderson,Roger Federer,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,$5.209,$1.212,-0.86,1.59,4,5
Kevin Anderson,Stan Wawrinka,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,$4.426,$1.264,0,-0.04,0,3
Kevin Anderson,Lleyton Hewitt,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,$1.376,$3.444,-0.04,-0.07,3,1
Jeremy Chardy,Tommy Haas,Tommy Haas,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,$1.922,$2.014,-0.03,0.04,3,1
Marin Cilic,Novak Djokovic,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,$5.489,$1.198,-0.23,-0.05,4,6
Marin Cilic,Tommy Robredo,Marin Cilic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,$1.341,$3.689,0,-0.34,0,4
Grigor Dimitrov,Ernests Gulbis,Ernests Gulbis,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,$2.058,$1.883,-0.03,0.59,2,7
Novak Djokovic,John Isner,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,S,$1.219,$5.085,0.78,-0.45,6,3
Novak Djokovic,Marin Cilic,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,$1.198,$5.489,-0.05,-0.23,6,4
Novak Djokovic,Roger Federer,Roger Federer,Mar 3 2014,Dubai,S,$1.226,$4.960,-0.03,1.21,7,9
Roger Federer,Kevin Anderson,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,$1.212,$5.209,1.59,-0.86,5,4
Roger Federer,Tommy Haas,Roger Federer,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,$1.214,$5.170,0.88,-0.52,6,2
Roger Federer,Tomas Berdych,Roger Federer,Mar 3 2014,Dubai,F,$1.719,$2.298,0.33,-0.23,7,2
Richard Gasquet,Ernests Gulbis,Ernests Gulbis,Mar 3 2014,Marseille,S,$1.792,$2.178,0,0.65,0,4
Ernests Gulbis,John Isner,John Isner,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,$1.735,$2.270,-0.26,0.09,4,2
Ernests Gulbis,Grigor Dimitrov,Ernests Gulbis,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,$1.883,$2.058,0.59,-0.03,7,2
Lleyton Hewitt,Kevin Anderson,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R64,$3.444,$1.376,-0.07,-0.04,1,3
John Isner,Novak Djokovic,Novak Djokovic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,S,$5.085,$1.219,-0.45,0.78,3,6
John Isner,Ernests Gulbis,John Isner,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,Q,$2.270,$1.735,0.09,-0.26,2,4
John Isner,Fernando Verdasco,John Isner,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,$1.629,$2.480,0.12,-0.05,4,2
Gael Monfils,Juan Martin Del Potro,Juan Martin Del Potro,Mar 3 2014,Rotterdam,R32,$2.593,$1.263,0,0.59,0,9
Gael Monfils,Juan Martin Del Potro,Juan Martin Del Potro,Mar 3 2014,Rotterdam,R32,$2.593,$1.584,0,0.02,0,1
Tommy Robredo,Marin Cilic,Marin Cilic,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,$3.689,$1.341,-0.34,0,4,0
Fernando Verdasco,Richard Gasquet,Fernando Verdasco,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R32,$3.156,$1.428,0.38,0,3,0
Fernando Verdasco,Tommy Haas,Tommy Haas,Mar 3 2014,Rotterdam,R32,$2.095,$1.853,-0.07,0.17,3,3
Stan Wawrinka,Kevin Anderson,Kevin Anderson,Mar 3 2014,ATP World Tour Masters 1000 Indian Wells,R16,$1.264,$4.426,-0.04,0,3,0
Nicolas Almagro,John Isner,John Isner,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,$2.317,$1.708,0.11,0.06,5,3
Kevin Anderson,Richard Gasquet,Richard Gasquet,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,$2.087,$1.859,0.03,0,2,0
Tomas Berdych,John Isner,Tomas Berdych,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,$1.412,$3.237,1.04,-0.28,5,2
Jeremy Chardy,Novak Djokovic,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R64,$20.546,$1.033,-0.2,0.68,1,5
Grigor Dimitrov,Kei Nishikori,Kei Nishikori,Mar 17 2014,ATP World Tour Masters 1000 Miami,R32,$1.883,$2.058,0.03,-0.07,4,3
Novak Djokovic,Tommy Robredo,Novak Djokovic,Mar 17 2014,ATP World Tour Masters 1000 Miami,R16,$1.055,$14.508,0.47,-0.22,2,3
