p2ServePointsWon,p2ReturnPointsWon,player2,odds,winner,date,tournament,t_round,player1,outlier,id,cluster
62.0,32.0,Nicolas Almagro,$2.086,Grigor Dimitrov,Aug 12 2013,ATP World Tour Masters 1000 Cincinnati,R64,Grigor Dimitrov,false,47.0,cluster_4
66.0,40.0,Marcel Granollers,$1.246,Marcel Granollers,Aug 5 2013,ATP World Tour Masters 1000 Canada,R64,Grigor Dimitrov,false,48.0,cluster_6
75.0,27.0,Tommy Haas,$1.958,Tommy Haas,Jul 29 2013,Washington,Q,Grigor Dimitrov,false,49.0,cluster_2
54.0,31.0,Sam Querrey,$1.685,Grigor Dimitrov,Jul 29 2013,Washington,R16,Grigor Dimitrov,false,50.0,cluster_7
71.0,21.0,Xavier Malisse,$1.443,Grigor Dimitrov,Jul 29 2013,Washington,R32,Grigor Dimitrov,false,51.0,cluster_5
68.0,38.0,Fernando Verdasco,$2.178,Fernando Verdasco,Jul 8 2013,Bastad,S,Grigor Dimitrov,false,52.0,cluster_6
48.0,37.0,Juan Monaco,$2.548,Grigor Dimitrov,Jul 8 2013,Bastad,Q,Grigor Dimitrov,false,53.0,cluster_0
61.0,36.0,Filippo Volandri,$1.384,Grigor Dimitrov,Jul 8 2013,Bastad,R16,Grigor Dimitrov,false,54.0,cluster_6
56.0,30.0,Elias Ymer,$1.026,Grigor Dimitrov,Jul 8 2013,Bastad,R32,Grigor Dimitrov,false,55.0,cluster_7
70.0,28.0,Grega Zemlja,$1.218,Grega Zemlja,Jun 24 2013,Wimbledon Slam,Round of 64,Grigor Dimitrov,false,56.0,cluster_2
55.0,16.0,Simone Bolelli,$1.051,Grigor Dimitrov,Jun 24 2013,Wimbledon Slam,Round of 128,Grigor Dimitrov,false,57.0,cluster_1
73.0,41.0,Lleyton Hewitt,$1.484,Lleyton Hewitt,Jun 10 2013,London / Queen's Club,R32,Grigor Dimitrov,false,58.0,cluster_3
59.0,29.0,Dudi Sela,$1.221,Grigor Dimitrov,Jun 10 2013,London / Queen's Club,R64,Grigor Dimitrov,false,59.0,cluster_4
73.0,50.0,Novak Djokovic,$9.817,Novak Djokovic,May 27 2013,French Open Slam,Round of 32,Grigor Dimitrov,false,60.0,cluster_3
55.0,28.0,Lucas Pouille,$1.057,Grigor Dimitrov,May 27 2013,French Open Slam,Round of 64,Grigor Dimitrov,false,61.0,cluster_7
49.0,41.0,Alejandro Falla,$1.096,Grigor Dimitrov,May 27 2013,French Open Slam,Round of 128,Grigor Dimitrov,false,62.0,cluster_0
76.0,41.0,Richard Gasquet,$2.086,Richard Gasquet,May 12 2013,ATP World Tour Masters 1000 Rome,R32,Grigor Dimitrov,false,63.0,cluster_3
66.0,27.0,Marcos Baghdatis,$1.241,Grigor Dimitrov,May 12 2013,ATP World Tour Masters 1000 Rome,R64,Grigor Dimitrov,false,64.0,cluster_4
64.0,39.0,Stan Wawrinka,$2.842,Stan Wawrinka,May 5 2013,ATP World Tour Masters 1000 Madrid,R16,Grigor Dimitrov,false,65.0,cluster_6
63.0,36.0,Novak Djokovic,$11.919,Grigor Dimitrov,May 5 2013,ATP World Tour Masters 1000 Madrid,R32,Grigor Dimitrov,false,66.0,cluster_6
57.0,16.0,Javier Marti,$1.171,Grigor Dimitrov,May 5 2013,ATP World Tour Masters 1000 Madrid,R64,Grigor Dimitrov,false,67.0,cluster_1
68.0,48.0,Tommy Robredo,$1.611,Tommy Robredo,Apr 22 2013,Barcelona,R32,Grigor Dimitrov,false,68.0,cluster_3
60.0,36.0,Rafael Nadal,$17.229,Rafael Nadal,Apr 15 2013,ATP World Tour Masters 1000 Monte Carlo,Q,Grigor Dimitrov,false,69.0,cluster_6
