tournament,player1,player2,winner,t_round,duration,p1Aces,p1FirstServePercentage,p1FirstServePointsWonPercentage,p1SecondServePointsWon,p1FirstReturnPointsWon,p1SecondReturnPointsWon,p1BreakPointsWon,p1Winners,p1UnforcedErrors,p1NetApproaches,p1PointsWonAtNet,p1AverageFirstServeSpeed,p1AverageSecondServeSpeed,p1ServePointsWon,p1ReturnPointsWon,p2Aces,p2FirstServePercentage,p2FirstServePointsWonPercentage,p2SecondServePointsWon,p2FirstReturnPointsWon,p2SecondReturnPointsWon,p2BreakPointsWon,p2Winners,p2UnforcedErrors,p2NetApproaches,p2PointsWonAtNet,p2AverageFirstServeSpeed,p2AverageSecondServeSpeed,p2ServePointsWon,p2ReturnPointsWon,urlVisited
Bucharest,Grigor Dimitrov,Sergiy Stakhovsky,Grigor Dimitrov,Q,68,2,63,80,60,36,60,50,,,,,,,72,42,0,63,63,47,20,,50,,,,,,,57,27,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=773&y=2014&r=5&p=D875
Australian Open Slam,Grigor Dimitrov,Bradley Klahn,Grigor Dimitrov,Round of 128,154,14,57,89,65,28,65,50,14,4,"
								","
								",,,79,37,10,58,72,51,11,,0,10,9,"
                            ","
                            ",,,63,21,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704112
ATP World Tour Masters 1000 Cincinnati,Grigor Dimitrov,Brian Baker,Grigor Dimitrov,R32,56,11,71,80,50,44,50,57,,,,,,,71,52,1,52,56,39,20,,100,,,,,,,47,28,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=3&p=D875
London / Queen's Club,Grigor Dimitrov,Lleyton Hewitt,Lleyton Hewitt,R32,68,3,58,67,45,30,45,0,,,,,,,58,26,3,50,69,76,32,,75,,,,,,,73,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=311&y=2013&r=3&p=H432
ATP World Tour Masters 1000 Indian Wells,Grigor Dimitrov,Novak Djokovic,Novak Djokovic,R32,68,5,64,72,30,21,30,50,,,,,,,57,27,1,67,78,61,27,,60,,,,,,,72,42,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=3&p=D643
Rotterdam,Grigor Dimitrov,Bernard Tomic,Grigor Dimitrov,R32,94,8,66,77,51,33,51,28,,,,,,,68,37,4,75,66,50,22,,16,,,,,,,62,31,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=2013&r=3&p=D875
Rotterdam,Grigor Dimitrov,Nikolay Davydenko,Grigor Dimitrov,R16,71,10,75,90,61,23,61,100,,,,,,,83,36,2,62,76,43,9,,0,,,,,,,63,16,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=2013&r=4&p=D875
Rotterdam,Grigor Dimitrov,Marcos Baghdatis,Grigor Dimitrov,Q,151,9,60,79,60,18,60,15,,,,,,,71,34,7,56,81,45,20,,20,,,,,,,65,28,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=2013&r=5&p=D875
Rotterdam,Grigor Dimitrov,Juan Martin Del Potro,Juan Martin Del Potro,S,76,8,67,65,63,25,63,0,,,,,,,64,26,6,68,74,72,35,,66,,,,,,,73,35,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=407&y=2013&r=6&p=D683
Australian Open Slam,Grigor Dimitrov,Yen-Hsun Lu,Grigor Dimitrov,Round of 64,124,15,59,86,46,42,46,24,36,35,5,9,196,155,70,43,2,70,58,54,14,,50,23,46,13,18,178,151,57,30,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704206
Australian Open Slam,Grigor Dimitrov,Roberto Bautista Agut,Grigor Dimitrov,Round of 16,144,11,60,85,47,32,47,80,38,34,23,35,192,153,70,35,5,64,68,59,15,,20,27,45,13,23,171,147,65,30,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704402
Australian Open Slam,Grigor Dimitrov,Milos Raonic,Grigor Dimitrov,Round of 32,156,15,60,83,75,26,75,50,49,13,12,15,194,157,80,32,21,59,74,59,17,,33,50,39,22,53,200,169,68,20,http://www.tennisinsight.com/match_stats_popup.php?matchID=183704303
ATP World Tour Masters 1000 Indian Wells,Grigor Dimitrov,Matthew Ebden,Grigor Dimitrov,R64,67,2,59,89,75,17,75,25,,,,,,,83,34,1,53,82,46,10,,0,,,,,,,65,16,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=404&y=2013&r=2&p=D875
Wimbledon Slam,Grigor Dimitrov,Grega Zemlja,Grega Zemlja,Round of 64,244,22,66,79,58,21,58,11,60,34,"
                            ","
                            ",194,162,72,30,19,56,79,58,21,42,20,54,35,"
								","
								",188,159,70,28,http://www.tennisinsight.com/match_stats_popup.php?matchID=180604215
ATP World Tour Masters 1000 Miami,Grigor Dimitrov,Simone Bolelli,Grigor Dimitrov,R64,55,9,66,75,47,33,47,33,,,,,,,66,31,0,56,66,71,24,,0,,,,,,,68,34,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=2&p=D875
ATP World Tour Masters 1000 Miami,Grigor Dimitrov,Andy Murray,Andy Murray,R32,115,3,58,65,48,24,48,33,,,,,,,58,37,9,57,76,43,34,,33,,,,,,,62,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=403&y=2013&r=3&p=MC10
Brisbane,Grigor Dimitrov,Marcos Baghdatis,Grigor Dimitrov,S,149,12,63,79,51,23,51,25,,,,,,,69,34,4,61,76,47,20,,22,,,,,,,65,30,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2013&r=6&p=D875
Brisbane,Grigor Dimitrov,Andy Murray,Andy Murray,F,91,3,61,63,58,28,58,40,,,,,,,61,32,7,72,71,55,36,,75,,,,,,,67,38,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2013&r=7&p=MC10
ATP World Tour Masters 1000 Paris,Grigor Dimitrov,Jurgen Melzer,Grigor Dimitrov,R64,87,16,55,80,64,27,64,60,,,,,,,73,36,3,56,72,52,20,,50,,,,,,,63,26,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2012&r=2&p=D875
ATP World Tour Masters 1000 Paris,Grigor Dimitrov,Juan Monaco,Juan Monaco,R32,97,5,51,69,64,17,64,0,,,,,,,67,23,0,62,82,66,30,,66,,,,,,,76,32,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=352&y=2012&r=3&p=MA21
Brisbane,Grigor Dimitrov,Jurgen Melzer,Grigor Dimitrov,Q,59,17,62,84,47,46,47,100,,,,,,,70,47,5,80,53,50,15,,0,,,,,,,52,29,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=339&y=2013&r=5&p=D875
ATP World Tour Masters 1000 Cincinnati,Grigor Dimitrov,Rafael Nadal,Rafael Nadal,R16,122,12,65,70,41,29,41,40,,,,,,,60,35,4,73,70,47,29,,50,,,,,,,64,39,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=422&y=2013&r=4&p=N409
ATP World Tour Masters 1000 Monte Carlo,Grigor Dimitrov,Xavier Malisse,Grigor Dimitrov,R64,77,4,59,76,40,45,40,40,,,,,,,62,50,4,51,54,44,23,,20,,,,,,,50,37,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=410&y=2013&r=2&p=D875
Sydney,Grigor Dimitrov,Fabio Fognini,Fabio Fognini,R32,52,4,53,72,27,13,27,0,,,,,,,51,22,3,51,86,68,28,,57,,,,,,,77,48,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=338&y=2013&r=3&p=F510
Beijing,Grigor Dimitrov,Roberto Bautista Agut,Roberto Bautista Agut,R32,65,7,50,62,50,16,50,0,,,,,,,56,22,1,52,84,69,37,,100,,,,,,,77,43,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=747&y=2013&r=3&p=BD06
ATP World Tour Masters 1000 Shanghai,Grigor Dimitrov,Kei Nishikori,Kei Nishikori,R64,82,8,52,85,28,28,28,0,,,,,,,58,29,1,58,71,69,14,,42,,,,,,,70,41,http://www.atpworldtour.com/Share/Match-Facts-Pop-Up.aspx?t=5014&y=2013&r=2&p=N552
